label,message,label_encoded,clean_message,tokens_text
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,0,we regret to inform u that the nhs has made a mistakeu were never actually bornplease report yor local hospital b terminatedwe r sorry the inconvenience,regret inform u nhs made mistakeu never actually bornplease report yor local hospital b terminatedwe r sorry inconvenience
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour,0,love that holiday monday feeling even if i have to go to the dentists in an hour,love holiday monday feeling even go dentists hour
ham,I am on the way to tirupur.,0,i am on the way to tirupur,way tirupur
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",1,goal arsenal henry v liverpool henry scores with a simple shot from yards from a pass by bergkamp to give arsenal a goal margin after mins,goal arsenal henry v liverpool henry scores simple shot yards pass bergkamp give arsenal goal margin mins
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,0,youve already got a flaky parent itsnot supposed to be the childs job to support the parentnot until theyre the ride age anyway im supposed to be there to support you and now ive hurt you unintentional but hurt nonetheless,youve already got flaky parent itsnot supposed childs job support parentnot theyre ride age anyway im supposed support ive hurt unintentional hurt nonetheless
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,0,we took hooch for a walk toaday and i fell over splat grazed my knees and everything should have stayed at home see you tomorrow,took hooch walk toaday fell splat grazed knees everything stayed home see tomorrow
ham,"Just dropped em off, omw back now",0,just dropped em off omw back now,dropped em omw back
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,0,sitting in mu waiting for everyone to get out of my suite so i can take a shower,sitting mu waiting everyone get suite take shower
ham,Re your call; You didn't see my facebook huh?,0,re your call you didnt see my facebook huh,call didnt see facebook huh
ham,"G says you never answer your texts, confirm/deny",0,g says you never answer your texts confirmdeny,g says never answer texts confirmdeny
ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",0,its so common hearin how r u wat r u doing how was ur day so let me ask u something different did u smile today if not do it now gud evng,common hearin r u wat r u ur day let ask u something different u smile today gud evng
ham,Oh yah... We never cancel leh... Haha ,0,oh yah we never cancel leh haha,oh yah never cancel leh haha
ham,We can go 4 e normal pilates after our intro...  ,0,we can go e normal pilates after our intro,go e normal pilates intro
ham,Ok... Let u noe when i leave my house.,0,ok let u noe when i leave my house,ok let u noe leave house
ham,"Oh yes, why is it like torture watching england?",0,oh yes why is it like torture watching england,oh yes like torture watching england
ham,Wanna do some art?! :D,0,wanna do some art d,wanna art
ham,Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,0,just hopeing that wasnt too pissed up to remember and has gone off to his sisters or something,hopeing wasnt pissed remember gone sisters something
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",1,hi the sexychat girls are waiting for you to text them text now for a great night chatting send stop to stop this service,hi sexychat girls waiting text text great night chatting send stop stop service
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",0,good morning my boytoy hows those yummy lips wheres my sexy buns now what do you do do you think of me do you crave me do you need me,good morning boytoy hows yummy lips wheres sexy buns think crave need
ham,Match started.india  &lt;#&gt;  for 2,0,match startedindia ltgt for,match startedindia ltgt
ham,Once free call me sir.,0,once free call me sir,free call sir
ham,Hey do you want anything to buy:),0,hey do you want anything to buy,hey want anything buy
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",0,hey babe hows it going did you ever figure out where your going for new years,hey babe hows going ever figure going new years
ham,K..k.:)congratulation ..,0,kkcongratulation,kkcongratulation
ham,G wants to know where the fuck you are,0,g wants to know where the fuck you are,g wants know fuck
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,0,no it was cancelled yeah baby well that sounds important so i understand my darlin give me a ring later on this fone love kate x,cancelled yeah baby well sounds important understand darlin give ring later fone love kate x
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,0,tomarrow i want to got to court at ltdecimalgt so you come to bus stand at,tomarrow want got court ltdecimalgt come bus stand
ham,Ü go home liao? Ask dad to pick me up at 6...,0,go home liao ask dad to pick me up at,go home liao ask dad pick
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,0,omg you can make a wedding chapel in frontierville why do they get all the good stuff,omg make wedding chapel frontierville get good stuff
ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",0,im eatin now lor but goin back to work soon e mountain deer show huh i watch b liao very nice,im eatin lor goin back work soon e mountain deer show huh watch b liao nice
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,0,check maili have mailed varma and kept copy to you regarding membershiptake careinsha allah,check maili mailed varma kept copy regarding membershiptake careinsha allah
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well,0,wrong phone this phone i answer this one but assume the other is people i dont well,wrong phone phone answer one assume people dont well
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",0,anyway i dont think i can secure anything up here lemme know if you want me to drive down south and chill,anyway dont think secure anything lemme know want drive south chill
ham,I'm already back home so no probably not,0,im already back home so no probably not,im already back home probably
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",1,hi this is amy we will be sending you a free phone number in a couple of days which will give you an access to all the adult parties,hi amy sending free phone number couple days give access adult parties
ham,I am in bus on the way to calicut,0,i am in bus on the way to calicut,bus way calicut
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,0,hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored and james has been farting at me all night,hi probably much fun get message thought id txt u cos im bored james farting night
